index,postion,streams,year,country,title,artist,valence
44,45,68245,2020,at,CASINO ROYAL,Kianush,0.36
45,46,68200,2020,at,Doch in der Nacht,Apache 207,0.706
46,47,65097,2020,at,HIGHEST IN THE ROOM,Travis Scott,0.0605
47,48,62935,2020,at,Lucid Dreams,Juice WRLD,0.218
48,49,61366,2020,at,Beautiful People (feat. Khalid),Ed Sheeran,0.548
49,50,60198,2020,at,If the World Was Ending (feat. Julia Michaels),JP Saxe,0.604
50,51,59585,2020,at,Lose Control,MEDUZA,0.529
51,52,59081,2020,at,Before You Go,Lewis Capaldi,0.183
52,53,57999,2020,at,Better,Lena,0.521
53,54,57357,2020,at,I Don't Care (with Justin Bieber),Ed Sheeran,0.842
54,55,57208,2020,at,Stars,VIZE,0.33
55,56,57043,2020,at,Adore You,Harry Styles,0.569
56,57,56408,2020,at,Eiskalt,Loredana,0.681
57,58,54723,2020,at,Hoch,Tim Bendzko,0.324
58,59,54531,2020,at,Mary,Bausa,0.82
59,60,53183,2020,at,Little Help,The BossHoss,0.929
60,61,51744,2020,at,Kein Problem,Apache 207,0.788
61,62,51642,2020,at,Castles,Freya Ridings,0.429
62,63,51219,2020,at,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,0.668
63,64,50273,2020,at,RITMO (Bad Boys For Life),Black Eyed Peas,0.667
64,65,49618,2020,at,Huracan,Samra,0.518
65,66,49416,2020,at,STAR,Nimo,0.637
66,67,49284,2020,at,No Idea,Don Toliver,0.35
67,68,49264,2020,at,Torn,Ava Max,0.696
68,69,49227,2020,at,Rescue Me,OneRepublic,0.64
69,70,49172,2020,at,Himmel grau,Kontra K,0.141
70,71,48534,2020,at,Summer Cem (feat. Luciano),Summer Cem,0.454
71,72,48458,2020,at,Piece Of Your Heart,MEDUZA,0.631
72,73,47947,2020,at,Watermelon Sugar,Harry Styles,0.557
73,74,47812,2020,at,Bruises,Lewis Capaldi,0.361
74,75,47428,2020,at,Higher Love,Kygo,0.404
75,76,47340,2020,at,Outnumbered,Dermot Kennedy,0.258
76,77,47107,2020,at,Hate Me (with Juice WRLD),Ellie Goulding,0.759
77,78,47049,2020,at,Light,Jerome,0.0897
78,79,46779,2020,at,Bandit (with YoungBoy Never Broke Again),Juice WRLD,0.425
79,80,46744,2020,at,95 BPM,Samra,0.558
80,81,45872,2020,at,Sweet but Psycho,Ava Max,0.62
81,82,45400,2020,at,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Ba, - REMIX  ,0.114
82,83,45007,2020,at,PHANTOM (feat. Summer Cem),reezy,0.325
83,84,43902,2020,at,194 Länder - Single Version,Mark Forster,0.626
84,85,43689,2020,at,Turn Me On (feat. Vula),Riton,0.517
85,86,43451,2020,at,when the party's over,Billie Eilish,0.198
86,87,42833,2020,at,Old Town Road - Remix,Lil Nas X,0.639
87,88,42590,2020,at,July,Noah Cyrus,0.322
88,89,42336,2020,at,Fratello,Ghetto Phénomène,0.796
89,90,42322,2020,at,Play,K-391,0.168
90,91,41830,2020,at,Sex mit dir,Apache 207,0.43
91,92,41747,2020,at,Kokain,Bonez MC,0.608
92,93,41683,2020,at,Trampoline (with ZAYN),SHAED,0.498
93,94,41634,2020,at,Kein Plan,Loredana,0.78
94,95,41620,2020,at,lovely (with Khalid),Billie Eilish,0.12
95,96,41421,2020,at,Chaos,Mathea,0.184
96,97,41380,2020,at,Diamonds (feat. Capital Bra),Summer Cem,0.347
97,98,41168,2020,at,Takeaway,The Chainsmokers,0.351
98,99,41047,2020,at,Monster,LUM!X,0.607
99,100,40913,2020,at,Tiffany,Shindy,0.53
100,101,40673,2020,at,Seele,Azet,0.296
101,102,40523,2020,at,Suicidal,YNW Melly,0.273
102,103,40287,2020,at,Ohne mein Team,Bonez MC,0.637
103,104,40043,2020,at,Liar,Camila Cabello,0.652
104,105,40003,2020,at,Only Human,Jonas Brothers,0.874
105,106,39897,2020,at,Jetzt rufst du an,Loredana,0.415
106,107,39812,2020,at,Prinzessa,Capital Bra,0.28
107,108,39639,2020,at,Swish,Summer Cem,0.655
108,109,39300,2020,at,BOP,DaBa,0.836
109,110,39129,2020,at,Stack It Up (feat. A Boogie Wit da Hoodie),Liam Payne,0.606
110,111,38624,2020,at,7 rings,Ariana Grande,0.327
111,112,38570,2020,at,Vendetta,RAF Camora,0.668
112,113,38454,2020,at,Lalala,Y2K,0.495
113,114,38337,2020,at,Play With Fire,Nico Santos,0.555
114,115,38319,2020,at,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,0.371
115,116,37703,2020,at,Standard (feat. Trettmann Gringo Ufo361 & Gzuz),KitschKrieg,0.875
116,117,37686,2020,at,Shallow,Lady Gaga,0.323
117,118,37372,2020,at,In My Mind,Dynoro,0.163
118,119,37342,2020,at,Don't Call Me Up,Mabel,0.234
119,120,37252,2020,at,High Hopes,Panic! At The Disco,0.681
120,121,37178,2020,at,Puls steigt,Capo,0.383
121,122,37172,2020,at,Be Alright,Dean Lewis,0.443
122,123,36976,2020,at,Futsal Shuffle 2020,Lil Uzi Vert,0.296
123,124,36948,2020,at,All Around The World (La La La),R3HAB,0.52
124,125,36844,2020,at,Dior 2001,RIN,0.517
125,126,36762,2020,at,UP IN SMOKE,RIN,0.314
126,127,36390,2020,at,Fabergé,RIN,0.56
127,128,36251,2020,at,194 Länder,Mark Forster,0.66
128,129,36210,2020,at,Close Your Eyes,Felix Jaehn,0.536
130,131,35903,2020,at,Good,s (Feat. Young Thug)  ,0.163
131,132,35792,2020,at,Vincent,Sarah Connor,0.519
132,133,35790,2020,at,DNA,KC Rebell,0.544
133,134,35637,2020,at,Genick,Loredana,0.597
134,135,35618,2020,at,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.913
135,136,35407,2020,at,Alessandra Ambrosio,Miami Yacine,0.871
136,137,35310,2020,at,2x,Mathea,0.26
137,138,35305,2020,at,CASINO,Katja Krasavice,0.542
138,139,35121,2020,at,Tausend Tattoos,Sido,0.373
139,140,35041,2020,at,SOS (feat. Aloe Blacc),Avicii,0.376
140,141,34917,2020,at,Alone Pt. II,Alan Walker,0.608
141,142,34829,2020,at,1000x COOLER,TJ_beastboy,0.682
142,143,34425,2020,at,Tusa,KAROL G,0.574
143,144,34313,2020,at,Heartless,The Weeknd,0.252
144,145,34298,2020,at,kaleidoskop,Pizzera & Jaus,0.644
145,146,34122,2020,at,Benzema,Capital Bra,0.286
146,147,33902,2020,at,MONEYHONEYDRIP,Jamule,0.522
147,148,33877,2020,at,Post Malone (feat. RANI),Sam Feldt,0.651
148,149,33842,2020,at,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,0.359
149,150,33772,2020,at,Letzte Träne,Kontra K,0.607
151,152,33569,2020,at,Sucker,Jonas Brothers,0.952
152,153,33460,2020,at,STREIT MIT DEM MOND,Kianush,0.848
153,154,33262,2020,at,Sorry,Veysel,0.351
154,155,33065,2020,at,Neptun,KC Rebell,0.0983
155,156,33061,2020,at,Robbery,Juice WRLD,0.566
156,157,33010,2020,at,bury a friend,Billie Eilish,0.196
157,158,32797,2020,at,Nummer 1,Capital Bra,0.663
158,159,32554,2020,at,Ponny,Yung Hurn,0.532
159,160,32511,2020,at,Let Me Down Slowly,Alec Benjamin,0.483
160,161,32395,2020,at,Désolé,Fero47,0.472
161,162,32327,2020,at,Cherry Lady,Capital Bra,0.654
162,163,31917,2020,at,Yellow Hearts,Ant Saunders,0.695
163,164,31858,2020,at,Nummer,Ufo361,0.291
164,165,31605,2020,at,How Do You Sleep?,Sam Smith,0.345
165,166,31401,2020,at,Rolex,Capital Bra,0.716
166,167,31344,2020,at,1000 Hits,Jamule,0.751
167,168,31312,2020,at,Casanova,Summer Cem,0.195
168,169,31074,2020,at,Brot nach Hause,Apache 207,0.193
169,170,31018,2020,at,Narcotic,YouNotUs,0.366
171,172,30837,2020,at,World At Our Feet,Timmy Trumpet,0.253
172,173,30696,2020,at,Say So,Doja Cat,0.779
173,174,30681,2020,at,Ophelia,The Lumineers,0.566
174,175,30645,2020,at,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,0.478
175,176,30633,2020,at,Happier,Marshmello,0.671
176,177,30607,2020,at,Wow.,Post Malone,0.388
177,178,30472,2020,at,Breaking Me,Topic,0.664
178,179,30227,2020,at,Was du Liebe nennst,Bausa,0.746
179,180,30152,2020,at,Blei (feat. Veysel),Kontra K,0.537
180,181,30073,2020,at,Falling,Harry Styles,0.0592
181,182,30029,2020,at,gENAuSo,Dardan,0.595
182,183,29950,2020,at,Viva la Dealer,SDP,0.782
183,184,29831,2020,at,OUT WEST (feat. Young Thug),JACKBOYS,0.309
184,185,29701,2020,at,rockstar (feat. 21 Savage),Post Malone,0.129
185,186,29648,2020,at,Family,The Chainsmokers,0.374
186,187,29356,2020,at,Fendi Drip,Luciano,0.711
187,188,29231,2020,at,cOcO MAmA,Dardan,0.369
188,189,29203,2020,at,Berlin lebt wie nie zuvor,Capital Bra,0.635
189,190,28970,2020,at,SAD!,XXXTENTACION,0.473
190,191,28824,2020,at,Verändert,RAF Camora,0.641
191,192,28765,2020,at,Lieber Gott,Capital Bra,0.553
192,193,28704,2020,at,Instagram,Dimitri Vegas & Like Mike,0.95
193,194,28580,2020,at,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,0.316
194,195,28512,2020,at,3 Nights,Dominic Fike,0.877
195,196,28471,2020,at,all the good girls go to hell,Billie Eilish,0.569
196,197,28399,2020,at,2 Minuten,Apache 207,0.118
197,198,28214,2020,at,Gib Ihm,Shirin David,0.578
198,199,28209,2020,at,Zombie,Samra,0.323
199,200,28160,2020,at,Wolke 10,MERO,0.393
0,1,243140,2021,at,7,Ufo361,0.629
1,2,201335,2021,at,Angst,Apache 207,0.528
2,3,164158,2021,at,Mood (feat. iann dior),24kGoldn,0.732
3,4,132508,2021,at,All We Got (feat. KIDDO),Robin Schulz,0.64
4,5,121596,2021,at,HOLIDAY,Lil Nas X,0.837
5,6,121093,2021,at,WITHOUT YOU,The Kid LAROI,0.467
6,7,117157,2021,at,Whoopty,CJ,0.66
7,8,116280,2021,at,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Ofenbach,0.6
8,9,109337,2021,at,Blinding Lights,The Weeknd,0.334
9,10,108436,2021,at,Head & Heart (feat. MNEK),Joel Corry,0.905
10,11,106601,2021,at,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money,0.462
11,12,99395,2021,at,Afterglow,Ed Sheeran,0.273
12,13,97888,2021,at,Lost (feat. TOPIC42),Samra,0.339
13,14,94855,2021,at,Anyone,Justin Bieber,0.584
14,15,89526,2021,at,Jerusalema (feat. Nomcebo Zikode),Master KG,0.827
15,16,84388,2021,at,you broke me first,Tate McRae,0.0823
16,17,83126,2021,at,The Business,Tiësto,0.235
17,18,83089,2021,at,Paradise,VIZE,0.906
18,19,82366,2021,at,Angeklagt,Bonez MC,0.314
19,20,79991,2021,at,What You Know Bout Love,Pop Smoke,0.543
20,21,79609,2021,at,Therefore I Am,Billie Eilish,0.716
21,22,79243,2021,at,ROCKSTAR (feat. Roddy Ricch),DaBa,0.497
22,23,78628,2021,at,Roses - Imanbek Remix,SAINt JHN,0.863
23,24,77636,2021,at,Goosebumps,HVME,0.808
24,25,67349,2021,at,Never Let Me Down,VIZE,0.706
25,26,67159,2021,at,Savage Love (Laxed - Siren Beat),Jawsh 685,0.761
26,27,66634,2021,at,Bayrisch Drip,Sääftig,0.616
27,28,66247,2021,at,Verlierer,LUNA,0.332
28,29,66238,2021,at,Dirndl Weed,Sääftig,0.433
29,30,66191,2021,at,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,0.549
30,31,66117,2021,at,Watermelon Sugar,Harry Styles,0.557
31,32,65762,2021,at,Lovefool,twocolors,0.198
32,33,65747,2021,at,Roller,Apache 207,0.683
33,34,64831,2021,at,Paradise (feat. Dermot Kennedy),MEDUZA,0.435
34,35,64228,2021,at,gebe auf.,Lune,0.56
35,36,63736,2021,at,Take You Dancing,Jason Derulo,0.753
36,37,63428,2021,at,Hollywood,LA Vision,0.325
37,38,62698,2021,at,Europol,Miami Yacine,0.791
38,39,62100,2021,at,Prisoner (feat. Dua Lipa),Miley Cyrus,0.595
39,40,62027,2021,at,Breaking Me,Topic,0.664
40,41,61506,2021,at,positions,Ariana Grande,0.682
41,42,61486,2021,at,Love Not War (The Tampa Beat),Jason Derulo,0.865
42,43,61318,2021,at,Hypnotized,Purple Disco Machine,0.707
43,44,61034,2021,at,Centre Court,Bausa,0.154
44,45,60635,2021,at,SHAWTY,Luciano,0.529
45,46,60502,2021,at,Lonely (with benny blanco),Justin Bieber,0.0927
46,47,59082,2021,at,Dance Monkey,Tones And I,0.513
47,48,58844,2021,at,For The Night (feat. Lil Ba,& DaBa,0.347
48,49,57631,2021,at,Come & Go (with Marshmello),Juice WRLD,0.535
49,50,57167,2021,at,Snowman,Sia,0.326
50,51,56073,2021,at,Wonder,Shawn Mendes,0.132
51,52,54939,2021,at,Robbery,Juice WRLD,0.566
52,53,53952,2021,at,Airwaves,Pashanim,0.388
53,54,53359,2021,at,Unterwegs,KitschKrieg,0.823
54,55,51574,2021,at,Someone You Loved,Lewis Capaldi,0.446
55,56,50305,2021,at,Bläulich,Apache 207,0.222
56,57,48497,2021,at,34+35,Ariana Grande,0.485
57,58,47871,2021,at,Alien,Dennis Lloyd,0.419
58,59,47782,2021,at,Astronaut In The Ocean,Masked Wolf,0.472
59,60,47719,2021,at,Giants,Dermot Kennedy,0.588
60,61,47704,2021,at,Fly Away,Tones And I,0.503
61,62,47333,2021,at,istanbul freestyle,Pashanim,0.387
62,63,46161,2021,at,Memories (feat. Kid Cudi),David Guetta,0.498
63,64,46120,2021,at,Sweater Weather,The Neighbourhood,0.398
64,65,46021,2021,at,Lucid Dreams,Juice WRLD,0.218
65,66,45979,2021,at,Dynamite,BTS,0.737
66,67,45974,2021,at,Wishing Well,Juice WRLD,0.0804
67,68,45853,2021,at,Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,0.367
68,69,45441,2021,at,In meinem Benz,AK AUSSERKONTROLLE,0.737
69,70,45391,2021,at,Close Your Eyes,Felix Jaehn,0.536
71,72,45203,2021,at,Alane,Robin Schulz,0.662
72,73,44828,2021,at,Kings & Queens,Ava Max,0.457
73,74,44324,2021,at,willow,Taylor Swift,0.529
74,75,43979,2021,at,WAP (feat. Megan Thee Stallion),Cardi B,0.357
75,76,43311,2021,at,Star Shopping,Lil Peep,0.323
76,77,42152,2021,at,The Passenger (LaLaLa) [feat. MOKABY],LUM!X,0.687
77,78,42061,2021,at,junge ceos,Pashanim,0.269
78,79,41208,2021,at,Rise Up (feat. Vamero),VINAI,0.361
79,80,41185,2021,at,Put Your Records On,Ritt Momney,0.151
80,81,41112,2021,at,Dior,Pop Smoke,0.648
81,82,40890,2021,at,Before You Go,Lewis Capaldi,0.183
82,83,40541,2021,at,Übermorgen,Mark Forster,0.393
83,84,40448,2021,at,goosebumps,Travis Scott,0.43
84,85,40380,2021,at,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,0.847
85,86,39979,2021,at,ka je,Dardan,0.335
86,87,39614,2021,at,Levitating (feat. DaBa,  ,0.915
87,88,39271,2021,at,Some Say - Felix Jaehn Remix,Nea,0.637
88,89,39125,2021,at,Frühstück in Paris,Capital Bra,0.577
89,90,38981,2021,at,HIGHEST IN THE ROOM,Travis Scott,0.0605
90,91,38764,2021,at,Cooler Than Me,Lucky Luke,0.296
91,92,38697,2021,at,my ex's best friend (with blackbear),Machine Gun Kelly,0.298
92,93,38683,2021,at,Falling,Trevor Daniel,0.236
93,94,38652,2021,at,Train Wreck,James Arthur,0.225
94,95,38651,2021,at,Kein Hunger,Loredana,0.431
95,96,38462,2021,at,Habibi,Casar,0.845
96,97,37678,2021,at,I Need You To Hate Me,JC Stewart,0.376
97,98,37649,2021,at,In Your Eyes (feat. Alida),Robin Schulz,0.461
98,99,37172,2021,at,DÁKITI,Bad Bunny,0.145
99,100,37139,2021,at,Blueberry Faygo,Lil Mosey,0.349
100,101,37075,2021,at,Monet,Alligatoah,0.931
101,102,36883,2021,at,500 PS,Bonez MC,0.836
102,103,36730,2021,at,bad guy,Billie Eilish,0.562
103,104,36645,2021,at,Reminds Me Of You,Juice WRLD,0.33
104,105,36306,2021,at,Holy (feat. Chance The Rapper),Justin Bieber,0.372
105,106,36276,2021,at,death bed (coffee for your head),Powfu,0.348
106,107,36162,2021,at,SO DONE,The Kid LAROI,0.303
107,108,35764,2021,at,Heat Waves,Glass Animals,0.531
108,109,35760,2021,at,Mood Swings (feat. Lil Tjay),Pop Smoke,0.269
109,110,35627,2021,at,Life Is Good (feat. Drake),Future,0.508
110,111,35624,2021,at,Don't Start Now,Dua Lipa,0.679
111,112,35599,2021,at,Ohne mein Team,Bonez MC,0.637
112,113,35565,2021,at,Fame,Apache 207,0.474
113,114,35504,2021,at,Blutige Tränen X Rockstar,Jamule,0.097
114,115,35476,2021,at,Monster,LUM!X,0.607
115,116,35457,2021,at,The Box,Roddy Ricch,0.642
116,117,35440,2021,at,Midnight Sky,Miley Cyrus,0.232
117,118,35249,2021,at,Tick Tock (feat. 24kGoldn),Clean Bandit,0.946
118,119,35177,2021,at,Godzilla (feat. Juice WRLD),Eminem,0.829
119,120,35104,2021,at,Bad boy,Marwa Loud,0.716
120,121,34589,2021,at,Laugh Now Cry Later (feat. Lil Durk),Drake,0.522
121,122,34333,2021,at,Blood // Water,grandson,0.628
122,123,34322,2021,at,Deep End,Fousheé,0.776
123,124,34316,2021,at,Fingertips,Tom Gregory,0.687
124,125,34218,2021,at,Lonely,Tujamo,0.35
125,126,34198,2021,at,lovely (with Khalid),Billie Eilish,0.12
126,127,34088,2021,at,Arcade,Duncan Laurence,0.266
127,128,34060,2021,at,Ride It,Regard,0.884
128,129,33879,2021,at,Be Alright,Dean Lewis,0.443
129,130,33514,2021,at,Circles,Post Malone,0.553
130,131,33284,2021,at,Bitte geh,MERO,0.246
131,132,33252,2021,at,hot girl bummer,blackbear,0.685
132,133,33159,2021,at,Fuckst mich nur ab,Bonez MC,0.237
133,134,32756,2021,at,Salt,Ava Max,0.744
134,135,32160,2021,at,Best of Us,WIER,0.282
135,136,31976,2021,at,Beautiful Madness,Michael Patrick Kelly,0.93
136,137,31960,2021,at,Elbe,Bozza,0.131
137,138,31862,2021,at,I Gotta Feeling,Black Eyed Peas,0.61
138,139,31790,2021,at,110,Capital Bra,0.419
139,140,31715,2021,at,Let's Love,David Guetta,0.353
140,141,31418,2021,at,Shallow,Lady Gaga,0.323
141,142,31406,2021,at,XXL,Miksu / Macloud,0.548
142,143,31222,2021,at,Ophelia,The Lumineers,0.566
143,144,31220,2021,at,Principessa,Seiler und Speer,0.899
144,145,31215,2021,at,DOWN,KC Rebell,0.413
145,146,31206,2021,at,Together,Sia,0.675
146,147,31063,2021,at,Don't Stop Believin',Journey,0.514
147,148,31060,2021,at,Roadrunner,Bonez MC,0.247
148,149,30945,2021,at,Weekend (feat. Emelie Cyréus),LIZOT,0.265
149,150,30873,2021,at,No Therapy,Felix Jaehn,0.584
150,151,30863,2021,at,KK,KASIMIR1441,0.817
151,152,30688,2021,at,Someone To You,BANNERS,0.652
152,153,30687,2021,at,ily (i love you ba, (feat. Emilee)  ,0.33
154,155,30453,2021,at,Gimme! Gimme! Gimme!,GAMPER & DADONI,0.417
155,156,30413,2021,at,All Girls Are The Same,Juice WRLD,0.203
156,157,30377,2021,at,Jocelyn Flores,XXXTENTACION,0.437
157,158,30373,2021,at,GREECE (feat. Drake),DJ Khaled,0.229
158,159,30301,2021,at,Marie,Alle Achtung,0.953
159,160,30213,2021,at,Heather,Conan Gray,0.27
160,161,30187,2021,at,WEISSER RAUCH,FOURTY,0.749
161,162,30156,2021,at,Bruises,Lewis Capaldi,0.361
162,163,30010,2021,at,Like I Love You,Nico Santos,0.699
163,164,30007,2021,at,Someone Better - From The Voice Of Germany,Paula Dalla Corte,0.158
164,165,29645,2021,at,Toosie Slide,Drake,0.837
165,166,29637,2021,at,Control,Zoe Wees,0.0678
166,167,29622,2021,at,In the End,Linkin Park,0.4
167,168,29452,2021,at,Golden,Harry Styles,0.254
168,169,29432,2021,at,FN21 (feat. Olexesh),Celo & Abdi,0.615
169,170,29369,2021,at,Daddy Issues,The Neighbourhood,0.337
170,171,29366,2021,at,Dynamite,Taio Cruz,0.816
171,172,28981,2021,at,Umbrella,Rihanna,0.575
172,173,28914,2021,at,Andere Welt,Capital Bra,0.564
173,174,28432,2021,at,In My Mind,Dynoro,0.163
174,175,28415,2021,at,2002,Sido,0.493
175,176,28297,2021,at,Memories,Maroon 5,0.595
176,177,28252,2021,at,Smells Like Teen Spirit,Nirvana,0.72
177,178,28203,2021,at,Riptide,Vance Joy,0.51
178,179,28169,2021,at,Don't Stop Me Now - Remastered 2011,Queen,0.601
179,180,28063,2021,at,Zefix,Chris Steger,0.393
180,181,28041,2021,at,Bohemian Rhapsody - Remastered 2011,Queen,0.228
181,182,28041,2021,at,Daisy,Ashnikko,0.774
182,183,28004,2021,at,Rain On Me (with Ariana Grande),Lady Gaga,0.646
183,184,27901,2021,at,Ba, ,0.956
184,185,27877,2021,at,Jenny (I Wanna Ruin Our Friendship),Studio Killers,0.575
185,186,27848,2021,at,Dreams - 2004 Remaster,Fleetwood Mac,0.789
186,187,27684,2021,at,All Around The World (La La La),R3HAB,0.52
187,188,27670,2021,at,SAD!,XXXTENTACION,0.473
188,189,27530,2021,at,Happiest Year,Jaymes Young,0.355
189,190,27528,2021,at,Good Days,SZA,0.412
190,191,27491,2021,at,Falling Down - Bonus Track,Lil Peep,0.273
191,192,27453,2021,at,Mr. Brightside,The Killers,0.232
192,193,27394,2021,at,Last Resort,Papa Roach,0.692
193,194,27279,2021,at,Bist du Okay,Mark Forster,0.305
194,195,26997,2021,at,Africa,TOTO,0.732
195,196,26989,2021,at,If the World Was Ending (feat. Julia Michaels),JP Saxe,0.604
196,197,26978,2021,at,Thank You [Not So Bad],VIZE,0.284
197,198,26963,2021,at,POPSTAR (feat. Drake),DJ Khaled,0.45
198,199,26900,2021,at,Let You Down,NF,0.464
199,200,26869,2021,at,Just the Two of Us (feat. Bill Withers),Grover Washington,0.585
0,1,224757,2022,at,abcdefu,GAYLE,0.415
1,2,187125,2022,at,Wenn ich will,Gzuz,0.379
2,3,182400,2022,at,Heat Waves,Glass Animals,0.531
3,4,154555,2022,at,Where Are You Now,Lost Frequencies,0.262
4,5,154058,2022,at,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,0.555
5,6,151858,2022,at,Shivers,Ed Sheeran,0.822
6,7,144465,2022,at,Cold Heart - PNAU Remix,Elton John,0.942
7,8,140560,2022,at,Down Under (feat. Colin Hay),Luude,0.0386
8,9,138166,2022,at,Mit Dir,Sido,0.495
9,10,137692,2022,at,STAY (with Justin Bieber),The Kid LAROI,0.478
10,11,133720,2022,at,Do It To It,ACRAZE,0.637
11,12,129238,2022,at,Fingers Crossed,Lauren Spencer-Smith,0.441
12,13,124221,2022,at,Easy On Me,Adele,0.13
13,14,122816,2022,at,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,0.894
14,15,117489,2022,at,10von10 - Remix,Pajel,0.641
15,16,116618,2022,at,Späti,Gzuz,0.482
16,17,114834,2022,at,Pepas,Farruko,0.442
17,18,107960,2022,at,Acapulco,Jason Derulo,0.507
18,19,107652,2022,at,Infinity,Jaymes Young,0.494
19,20,107407,2022,at,DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe),KUMMER,0.628
20,21,105194,2022,at,Blaues Licht,RAF Camora,0.693
21,22,103979,2022,at,Bad Habits,Ed Sheeran,0.537
22,23,99344,2022,at,THATS WHAT I WANT,Lil Nas X,0.546
23,24,96991,2022,at,Auf & Ab,Montez,0.316
24,25,95400,2022,at,TO THE MOON,Jnr Choi,0.386
25,26,94909,2022,at,Molly (feat. Bausa),Selmon,0.349
27,28,90709,2022,at,allein allein,Ufo361,0.548
28,29,90184,2022,at,It'll Be Okay,Shawn Mendes,0.0666
29,30,89577,2022,at,Sacrifice,The Weeknd,0.905
30,31,89203,2022,at,good 4 u,Olivia Rodrigo,0.688
31,32,89163,2022,at,The Motto,Tiësto,0.464
32,33,86232,2022,at,Toxic,BoyWithUke,0.687
33,34,81642,2022,at,Softcore,The Neighbourhood,0.37
34,35,81078,2022,at,Sommergewitter,Pashanim,0.721
35,36,77702,2022,at,Nachbeben,Alligatoah,0.625
36,37,75887,2022,at,Thunder,Gabry Ponte,0.403
37,38,75858,2022,at,My Universe,Coldplay,0.443
38,39,73045,2022,at,Home,Klangkarussell,0.33
39,40,72952,2022,at,2CB,RAF Camora,0.364
40,41,71076,2022,at,Sweater Weather,The Neighbourhood,0.398
41,42,70818,2022,at,Another Love,Tom Odell,0.131
42,43,70439,2022,at,Friendships (Lost My Love),Pascal Letoublon,0.544
43,44,69459,2022,at,Beggin',Måneskin,0.589
